policy_holder_id,national_id,first_name,last_name,date_of_birth,gender,email,phone_number,address_line1,address_line2,city,state,country,marital_status,occupation,monthly_income,annual_income,credit_rating,credit_score,years_with_company,has_driving_license,has_defensive_license,is_medical_license_valid,is_active
ZW-PH-3778382766,80-696890W26,Nobuhle,Mazibuko,1953-03-07,F,nobuhle.mazibuko353@gmail.com,+263780312607,438 Cain Road Suite 608,,Bulawayo,BULAWAYO,Zimbabwe,DIVORCED,RETIRED,127.3,1527.6,FAIR,620,2,False,True,True,True
ZW-PH-9660451363,51-929710R02,Angela,Makoni,1978-05-04,F,angela.makoni701@mail.com,+263733197238,25621 Meyer Springs Apt. 639,Apt. 649,Bulawayo,BULAWAYO,Zimbabwe,SINGLE,EMPLOYED,765.41,9184.92,GOOD,680,11,True,True,True,True
ZW-PH-2069830555,82-978459R49,Christine,Moyo,1994-12-31,F,christine.moyo887@outlook.com,+263770616088,8232 Michelle Inlet Apt. 629,,Ruwa,HARARE,Zimbabwe,MARRIED,EMPLOYED,660.2,7922.4,GOOD,650,1,True,False,True,True
ZW-PH-2284348137,93-042727Z05,Tatenda,Nyathi,1969-06-06,M,tatenda.nyathi747@outlook.com,+263779807278,1881 Lonnie Drive,,Beitbridge,MATABELELAND_SOUTH,Zimbabwe,MARRIED,EMPLOYED,1246.09,14953.08,GOOD,650,1,True,False,True,False
ZW-PH-1182030212,75-090232A31,Tawanda,Acosta,1960-10-25,M,tawanda.acosta607@gmail.com,+263716486502,6474 Kimberly Coves Apt. 209,Suite 999,Makuti,MASHONALAND_WEST,Zimbabwe,SINGLE,EMPLOYED,237.82,2853.84,GOOD,650,0,True,False,True,True
ZW-PH-6528239117,81-962269B37,Chenai,Phiri,1954-03-15,F,chenai.phiri357@mail.com,+263786920561,330 Miller Tunnel,,Shamva,MASHONALAND_CENTRAL,Zimbabwe,MARRIED,EMPLOYED,2429.1,29149.2,GOOD,650,0,True,False,True,True
ZW-PH-4043401202,68-467941L70,Nothando,Mpofu,2007-12-29,F,nothando.mpofu434@gmail.com,+263780310466,89752 Henry Dam Apt. 330,,Bindura,MASHONALAND_CENTRAL,Zimbabwe,DIVORCED,STUDENT,122.52,1470.24,FAIR,550,2,True,False,True,True
ZW-PH-6539347996,86-906553X98,Rutendo,Banda,1961-11-03,F,rutendo.banda271@mail.com,+263735431287,46333 Gregory Mill Suite 573,,Bindura,MASHONALAND_CENTRAL,Zimbabwe,MARRIED,SELF_EMPLOYED,1701.39,20416.68,GOOD,650,1,True,False,True,True
ZW-PH-4291786021,63-715820R93,Thomas,Muromo,2007-06-04,M,thomas.muromo450@yahoo.com,+263778984651,0965 Carr Summit Apt. 817,,Chipinge,MANICALAND,Zimbabwe,SINGLE,STUDENT,55.68,668.16,FAIR,550,1,True,False,True,True
ZW-PH-2261797114,93-488323M09,Munyaradzi,Mawere,1994-02-01,M,munyaradzi.mawere808@mail.com,+263784662910,38860 Black Roads Apt. 347,,Gwanda,MATABELELAND_SOUTH,Zimbabwe,MARRIED,EMPLOYED,688.56,8262.72,GOOD,650,3,True,False,True,True
ZW-PH-7314150980,65-306153U27,John,Mutamangira,1947-04-26,M,john.mutamangira485@mail.com,+263716720826,4726 Austin Center Apt. 771,,Marondera,MASHONALAND_EAST,Zimbabwe,WIDOWED,RETIRED,295.09,3541.08,FAIR,590,1,True,False,True,True
ZW-PH-3858287421,87-252576X55,David,Mlilo,1953-10-17,M,david.mlilo834@outlook.com,+263788505745,98266 Hayes Fall,,Mount Darwin,MASHONALAND_CENTRAL,Zimbabwe,DIVORCED,EMPLOYED,2375.49,28505.88,GOOD,650,1,True,False,True,True
ZW-PH-8759146606,71-206147F11,Nyasha,Khumalo,1962-08-02,F,nyasha.khumalo66@mail.com,+263789389134,371 Nguyen Run Apt. 111,Suite 518,Triangle,MASVINGO,Zimbabwe,MARRIED,UNEMPLOYED,26.68,320.16,FAIR,590,2,True,False,True,True
ZW-PH-8431039764,51-734427M16,Grace,Banda,2004-01-17,F,grace.banda588@gmail.com,+263779884280,892 Pierce Cape Apt. 592,,Chiredzi,MASVINGO,Zimbabwe,SINGLE,EMPLOYED,1677.6,20131.2,FAIR,610,4,True,False,True,True
ZW-PH-5990788874,76-882003I31,Sarah,Nkomo,1976-11-06,F,sarah.nkomo207@yahoo.com,+263788275421,20644 Roberts Falls,Apt. 230,Macheke,MASHONALAND_EAST,Zimbabwe,SINGLE,UNEMPLOYED,12.74,152.88,FAIR,620,3,True,True,True,True
ZW-PH-8312232030,97-506872V55,Christopher,Tshuma,1948-12-26,M,christopher.tshuma139@mail.com,+263736844885,77780 Young Radial Suite 767,,Binga,MATABELELAND_NORTH,Zimbabwe,MARRIED,RETIRED,542.95,6515.40,FAIR,620,6,True,True,True,True
ZW-PH-8125442433,58-641626Z88,Memory,Hadebe,1976-04-28,F,memory.hadebe196@mail.com,+263713591568,903 Harvey Point,Apt. 022,Victoria Falls,MATABELELAND_NORTH,Zimbabwe,MARRIED,EMPLOYED,1670.06,20040.72,GOOD,650,2,True,False,True,True
ZW-PH-8463156663,94-591427F94,James,Zhou,1990-05-16,M,james.zhou102@yahoo.com,+263787362482,502 Elizabeth Villages,Suite 510,Hwange,MATABELELAND_NORTH,Zimbabwe,MARRIED,EMPLOYED,208.5,2502.0,GOOD,650,1,True,False,True,True
ZW-PH-7560824432,65-172445S01,Tawanda,Mutamangira,1990-02-16,M,tawanda.mutamangira894@outlook.com,+263772650874,2249 Tammy Summit,,Chinhoyi,MASHONALAND_WEST,Zimbabwe,MARRIED,SELF_EMPLOYED,4135.26,49623.12,GOOD,700,9,True,False,True,True
ZW-PH-0402311660,72-536535T76,Sandra,Chiduku,1975-03-28,F,sandra.chiduku983@yahoo.com,+263774555420,14556 Katherine Ville Apt. 472,,Victoria Falls,MATABELELAND_NORTH,Zimbabwe,WIDOWED,SELF_EMPLOYED,2791.53,33498.36,GOOD,730,1,True,True,True,True
ZW-PH-9923435457,75-379014E27,David,Biti,1957-08-07,M,david.biti623@outlook.com,+263773622768,458 Warren Square,,Bindura,MASHONALAND_CENTRAL,Zimbabwe,MARRIED,RETIRED,552.08,6624.96,FAIR,590,8,True,False,True,True
ZW-PH-0896779978,90-083601C56,Rudo,Chikwava,1956-09-03,F,rudo.chikwava319@gmail.com,+263775720352,019 Timothy Spurs,,Ruwa,MASHONALAND_EAST,Zimbabwe,MARRIED,EMPLOYED,1961.67,23540.04,GOOD,650,0,True,False,True,True
ZW-PH-3246839371,90-986352P52,Sharon,Takaendesa,1982-08-04,F,sharon.takaendesa628@yahoo.com,+263778489802,9548 Ho Ridges Suite 877,Apt. 934,Rusape,MANICALAND,Zimbabwe,MARRIED,SELF_EMPLOYED,2976.48,35717.76,GOOD,700,4,True,False,True,True
ZW-PH-4211755694,60-921087C56,Nothando,Mutamangira,1946-07-31,F,nothando.mutamangira867@mail.com,+263785570422,10713 Gutierrez Isle,,Triangle,MASVINGO,Zimbabwe,DIVORCED,RETIRED,107.18,1286.16,FAIR,620,14,True,True,True,True
ZW-PH-6229848390,64-722460S25,Tendai,Chikwava,1987-04-27,M,tendai.chikwava681@outlook.com,+263738271885,303 King Cliff Suite 488,,Masvingo,MASVINGO,Zimbabwe,DIVORCED,SELF_EMPLOYED,523.07,6276.84,GOOD,650,5,True,False,True,True
ZW-PH-4370863624,75-928918E16,Siyabonga,Chiduku,1983-09-15,M,siyabonga.chiduku913@yahoo.com,+263772508244,15569 Marilyn Fields Suite 577,,Macheke,MASHONALAND_EAST,Zimbabwe,MARRIED,EMPLOYED,1068.37,12820.44,GOOD,650,0,True,False,True,False
ZW-PH-6099950183,65-412573U36,Tinashe,Nkomo,1978-12-01,M,tinashe.nkomo306@gmail.com,+263783764482,272 Mcclain Plain,,Hwange,MATABELELAND_NORTH,Zimbabwe,DIVORCED,UNEMPLOYED,21.71,260.52,FAIR,590,0,True,False,True,True
ZW-PH-6252464505,66-927634S81,Sarah,Nkomo,1972-10-14,F,sarah.nkomo896@yahoo.com,+263711655482,6084 Peters Brook Apt. 955,,Gweru,MIDLANDS,Zimbabwe,MARRIED,EMPLOYED,2294.39,27532.68,GOOD,680,1,True,True,True,True
ZW-PH-4519732714,90-184550T66,Khulekani,Mazibuko,1947-01-09,M,khulekani.mazibuko885@yahoo.com,+263784178458,40568 Ashley Loaf,,Chinhoyi,MASHONALAND_WEST,Zimbabwe,SINGLE,RETIRED,140.7,1688.4,FAIR,620,3,True,True,True,True
ZW-PH-1092916036,56-070403I35,Siyabonga,Lopez,1952-11-21,M,siyabonga.lopez874@yahoo.com,+263770948271,5046 Tyler Freeway,,Triangle,MASVINGO,Zimbabwe,WIDOWED,RETIRED,321.3,3855.6,FAIR,590,0,True,False,True,True
ZW-PH-1089276498,60-253863G35,Andrew,Ndlovu,1994-12-21,M,andrew.ndlovu275@yahoo.com,+263787247154,4384 Daniel Tunnel Apt. 317,,Bulawayo,BULAWAYO,Zimbabwe,MARRIED,EMPLOYED,1524.51,18294.12,GOOD,650,3,True,False,True,True
ZW-PH-8799376356,54-273178Q09,Angela,Rusere,1993-10-31,F,angela.rusere296@yahoo.com,+263733273286,8235 Oconnor Pine,,Macheke,MASHONALAND_EAST,Zimbabwe,MARRIED,SELF_EMPLOYED,1772.85,21274.20,GOOD,650,2,True,False,True,True
ZW-PH-6856432903,94-997522V25,Memory,Mpofu,1995-05-04,F,memory.mpofu631@yahoo.com,+263732541715,2182 Jenny Mount Suite 810,,Mount Darwin,MASHONALAND_CENTRAL,Zimbabwe,MARRIED,EMPLOYED,2324.69,27896.28,GOOD,680,0,True,True,True,True
ZW-PH-1581827285,77-899083I51,Rudo,Muromo,1977-01-19,F,rudo.muromo859@outlook.com,+263719317741,91570 Abigail Shoals Suite 094,,Binga,MATABELELAND_NORTH,Zimbabwe,MARRIED,EMPLOYED,1284.52,15414.24,GOOD,650,0,True,False,True,True
ZW-PH-6707129294,79-049065G36,Angela,Tshuma,1971-12-24,F,angela.tshuma582@yahoo.com,+263711317517,3344 Mejia Skyway,,Triangle,MASVINGO,Zimbabwe,MARRIED,SELF_EMPLOYED,4968.36,59620.32,GOOD,700,2,True,False,True,True
ZW-PH-4199706021,52-025102U76,Memory,Khumalo,2005-07-14,F,memory.khumalo874@mail.com,+263717038191,2241 Susan Points,,Gwanda,MATABELELAND_SOUTH,Zimbabwe,SINGLE,STUDENT,207.41,2488.92,FAIR,580,2,True,True,True,True
ZW-PH-8195621846,63-930707C71,Sarah,Mushonga,1999-03-31,F,sarah.mushonga686@mail.com,+263777069893,85854 Sherry Unions,,Gwanda,MATABELELAND_SOUTH,Zimbabwe,SINGLE,EMPLOYED,1178.57,14142.84,GOOD,650,3,True,False,True,True
ZW-PH-6342313743,90-461915J16,Munyaradzi,Zungu,1945-10-02,M,munyaradzi.zungu989@mail.com,+263713802920,321 Austin Junction Suite 020,,Bulawayo,BULAWAYO,Zimbabwe,MARRIED,RETIRED,433.42,5201.04,FAIR,590,1,True,False,True,True
ZW-PH-6014733284,86-959019W74,Rachel,Ndlovu,1962-09-13,F,rachel.ndlovu460@yahoo.com,+263789923588,016 Christopher Lock Apt. 997,,Triangle,MASVINGO,Zimbabwe,MARRIED,EMPLOYED,1611.24,19334.88,GOOD,650,2,True,False,True,True
ZW-PH-1111023119,50-994502Z74,Rudo,Gumbo,1955-10-30,F,rudo.gumbo235@yahoo.com,+263770417186,5381 Bradley Course Suite 174,,Bulawayo,BULAWAYO,Zimbabwe,MARRIED,SELF_EMPLOYED,2191.75,26301.00,GOOD,680,3,True,True,True,True
ZW-PH-9542158036,51-893374E16,James,Dube,1959-07-31,M,james.dube570@mail.com,+263779092693,3329 Durham Lock Apt. 557,Suite 017,Macheke,MASHONALAND_EAST,Zimbabwe,MARRIED,RETIRED,163.39,1960.68,FAIR,590,15,True,False,True,True
ZW-PH-1267729275,96-810055T23,Patricia,Ndlovu,1987-02-28,F,patricia.ndlovu684@gmail.com,+263784969625,7724 Munoz Crossroad,,Shamva,MASHONALAND_CENTRAL,Zimbabwe,MARRIED,EMPLOYED,2284.7,27416.4,GOOD,650,2,True,False,True,True
ZW-PH-1494528036,77-502858N00,Rachel,Romero,1976-10-27,F,rachel.romero326@mail.com,+263713424240,158 Laura Place Suite 696,,Makuti,MASHONALAND_WEST,Zimbabwe,MARRIED,EMPLOYED,1966.76,23601.12,GOOD,650,6,True,False,True,True
ZW-PH-2993853114,68-621225Y00,Elizabeth,Mapfumo,1968-10-16,F,elizabeth.mapfumo470@outlook.com,+263773739315,382 Reyes Junctions,,Ruwa,HARARE,Zimbabwe,MARRIED,EMPLOYED,1979.91,23758.92,GOOD,650,10,True,False,True,True
ZW-PH-1658328839,64-008639W60,Christopher,Mawere,1986-05-23,M,christopher.mawere927@yahoo.com,+263770211134,966 Stephens Freeway,,Hwange,MATABELELAND_NORTH,Zimbabwe,MARRIED,EMPLOYED,2341.11,28093.32,GOOD,650,8,True,False,True,True
ZW-PH-4539375682,56-562644T00,Brian,Gumbo,1997-08-17,M,brian.gumbo717@outlook.com,+263711530183,197 Brittany Mountain,,Gwanda,MATABELELAND_SOUTH,Zimbabwe,SINGLE,EMPLOYED,2356.53,28278.36,GOOD,650,0,True,False,True,True
ZW-PH-1710735407,78-076936W99,Tinashe,Gumbo,1946-10-28,M,tinashe.gumbo69@mail.com,+263739444014,172 Blanchard Cliff Apt. 965,,Masvingo,MASVINGO,Zimbabwe,MARRIED,RETIRED,739.56,8874.72,FAIR,620,1,True,True,True,True
ZW-PH-7439559126,93-455018Q76,Khulekani,Tshuma,1967-08-01,M,khulekani.tshuma962@gmail.com,+263784902130,013 Paige Throughway Apt. 227,,Rusape,MANICALAND,Zimbabwe,MARRIED,EMPLOYED,1088.68,13064.16,GOOD,650,1,True,False,True,True
ZW-PH-7280112928,93-430989E00,Thandi,Takaendesa,1953-10-29,F,thandi.takaendesa887@mail.com,+263786033731,9973 Erin Island Suite 946,,Victoria Falls,MATABELELAND_NORTH,Zimbabwe,MARRIED,RETIRED,779.05,9348.60,FAIR,590,3,True,False,True,True
ZW-PH-4452304728,95-313639S15,Rachel,Chimombe,1959-10-25,F,rachel.chimombe897@mail.com,+263783981687,90986 Melissa Circle Suite 800,Suite 140,Beitbridge,MATABELELAND_SOUTH,Zimbabwe,MARRIED,SELF_EMPLOYED,1411.86,16942.32,GOOD,650,0,True,False,True,True
ZW-PH-2471057373,72-974838J60,Tafadzwa,Matanga,1951-05-10,M,tafadzwa.matanga793@yahoo.com,+263712650469,9656 James Plains,,Epworth,HARARE,Zimbabwe,MARRIED,EMPLOYED,873.23,10478.76,GOOD,650,15,True,False,True,True
ZW-PH-9547663862,53-875523I78,David,Mpofu,1993-05-23,M,david.mpofu962@yahoo.com,+263772744507,272 Angela Ville,Suite 624,Mutare,MANICALAND,Zimbabwe,SINGLE,SELF_EMPLOYED,4900.73,58808.76,GOOD,700,20,True,False,True,True
ZW-PH-6002335023,73-068013M13,Joseph,Phiri,1981-12-12,M,joseph.phiri262@outlook.com,+263715097577,01027 Proctor Dale,,Gwanda,MATABELELAND_SOUTH,Zimbabwe,MARRIED,SELF_EMPLOYED,701.56,8418.72,GOOD,650,10,True,False,True,True
ZW-PH-5395405833,68-448509T08,Zanele,Mutasa,1988-09-10,F,zanele.mutasa375@gmail.com,+263714666274,67969 Shawn Manors,,Ruwa,MASHONALAND_EAST,Zimbabwe,MARRIED,EMPLOYED,653.3,7839.6,GOOD,680,3,True,True,True,True
ZW-PH-6524562870,87-337529H55,Khulekani,Ndlovu,1953-04-20,M,khulekani.ndlovu69@gmail.com,+263772360973,5326 Becky Vista Apt. 846,,Victoria Falls,MATABELELAND_NORTH,Zimbabwe,MARRIED,EMPLOYED,965.53,11586.36,GOOD,650,2,False,False,True,True
ZW-PH-8897499185,70-159490R41,Lungile,House,1996-08-28,M,lungile.house569@yahoo.com,+263715548867,09751 Nixon Common Apt. 847,,Chitungwiza,HARARE,Zimbabwe,MARRIED,EMPLOYED,1488.4,17860.8,GOOD,650,2,True,False,True,True
ZW-PH-3747442673,62-222607P86,Ropafadzo,Banda,2007-06-24,F,ropafadzo.banda111@mail.com,+263739069741,913 Mccoy Shore,Apt. 894,Masvingo,MASVINGO,Zimbabwe,SINGLE,STUDENT,132.78,1593.36,FAIR,580,6,True,True,True,True
ZW-PH-9370079400,62-918572T74,Grace,Mawere,1985-02-15,F,grace.mawere85@gmail.com,+263786420146,8077 Berry Isle,,Mount Darwin,MASHONALAND_CENTRAL,Zimbabwe,MARRIED,SELF_EMPLOYED,1515.51,18186.12,GOOD,650,2,True,False,True,True
ZW-PH-1641535289,88-124583W54,Joseph,Magura,1986-07-01,M,joseph.magura710@mail.com,+263738621809,4420 Acosta Port Suite 079,Apt. 904,Bindura,MASHONALAND_CENTRAL,Zimbabwe,MARRIED,EMPLOYED,2163.95,25967.40,GOOD,650,1,True,False,True,True
ZW-PH-7820900085,70-007284D46,Christopher,Dube,2005-05-11,M,christopher.dube613@mail.com,+263718612889,7128 Melissa Harbors,,Chinhoyi,MASHONALAND_WEST,Zimbabwe,MARRIED,STUDENT,202.59,2431.08,FAIR,550,0,True,False,True,True
ZW-PH-6539734624,98-166297U44,Thomas,Tshuma,1955-08-12,M,thomas.tshuma691@yahoo.com,+263777356581,94440 Cassandra Ramp Apt. 752,,Binga,MATABELELAND_NORTH,Zimbabwe,WIDOWED,RETIRED,543.46,6521.52,FAIR,590,0,True,False,True,True
ZW-PH-4386594259,89-590513V42,Tapiwa,Mpofu,1945-11-16,M,tapiwa.mpofu522@gmail.com,+263737307444,372 Matthew Corner Apt. 927,,Gokwe,MIDLANDS,Zimbabwe,MARRIED,SELF_EMPLOYED,3420.56,41046.72,GOOD,730,3,True,True,True,False
ZW-PH-4498308937,91-399319T67,Siphiwe,Khumalo,1948-10-19,F,siphiwe.khumalo492@mail.com,+263714523513,3723 Brown Greens Apt. 027,,Gokwe,MIDLANDS,Zimbabwe,MARRIED,RETIRED,386.08,4632.96,FAIR,590,0,True,False,True,False
ZW-PH-8469667501,75-305019Q40,Joseph,Ross,1990-02-28,M,joseph.ross575@mail.com,+263787062565,8366 Baker Pines Suite 047,Suite 580,Chimanimani,MANICALAND,Zimbabwe,MARRIED,EMPLOYED,2378.62,28543.44,GOOD,650,4,True,False,True,True
ZW-PH-2972084706,64-842153B09,Nkululeko,Mutamangira,1954-06-25,M,nkululeko.mutamangira373@mail.com,+263770121371,569 Rogers Grove,,Rusape,MANICALAND,Zimbabwe,SINGLE,RETIRED,491.57,5898.84,FAIR,590,2,False,False,True,True
ZW-PH-5414443231,66-303455N38,Mary,Lang,1958-08-30,F,mary.lang671@outlook.com,+263776857586,967 Jessica Radial Apt. 852,Suite 800,Marondera,MASHONALAND_EAST,Zimbabwe,MARRIED,EMPLOYED,1448.33,17379.96,GOOD,650,1,True,False,True,True
ZW-PH-4297756494,65-879680A77,Rudo,Rusere,1948-08-25,F,rudo.rusere53@gmail.com,+263787375541,61817 Robinson Haven,,Chiredzi,MASVINGO,Zimbabwe,DIVORCED,RETIRED,194.53,2334.36,FAIR,590,4,True,False,True,True
ZW-PH-8717711652,94-609015J22,Mary,Nkomo,1967-05-22,F,mary.nkomo636@mail.com,+263711426622,00910 Stephanie Route Apt. 119,Apt. 692,Chitungwiza,HARARE,Zimbabwe,SINGLE,EMPLOYED,265.73,3188.76,GOOD,650,0,True,False,False,True
ZW-PH-4071184143,85-732927B78,Tawanda,Nkomo,1972-09-26,M,tawanda.nkomo706@yahoo.com,+263715306933,244 Guerrero Club,Suite 465,Kwekwe,MIDLANDS,Zimbabwe,DIVORCED,EMPLOYED,621.31,7455.72,GOOD,680,2,True,True,True,True
ZW-PH-3778591674,66-557415B42,Tafadzwa,Rusere,1946-10-09,M,tafadzwa.rusere319@gmail.com,+263732726307,14066 Ferrell Green Suite 271,,Ruwa,HARARE,Zimbabwe,MARRIED,EMPLOYED,1918.48,23021.76,GOOD,650,7,True,False,True,True
ZW-PH-7202285762,59-038438E57,Munyaradzi,Vasquez,1991-01-05,M,munyaradzi.vasquez113@gmail.com,+263771247446,627 Douglas Trafficway,Suite 391,Triangle,MASVINGO,Zimbabwe,MARRIED,EMPLOYED,1478.92,17747.04,GOOD,650,15,False,False,True,True
ZW-PH-8746447356,58-373048Q14,Peter,Khumalo,1945-07-18,M,peter.khumalo581@mail.com,+263717748105,410 Chad Stream Suite 707,,Mount Darwin,MASHONALAND_CENTRAL,Zimbabwe,MARRIED,RETIRED,542.61,6511.32,FAIR,590,0,True,False,True,True
ZW-PH-4662071750,83-246873L81,Faith,Chihuri,1969-03-27,F,faith.chihuri280@yahoo.com,+263785432726,006 Hernandez Isle,,Makuti,MASHONALAND_WEST,Zimbabwe,MARRIED,EMPLOYED,784.88,9418.56,GOOD,680,0,True,True,False,True
ZW-PH-9423075344,85-171776C86,Tapiwa,Ndlovu,1952-12-02,M,tapiwa.ndlovu665@gmail.com,+263717628256,087 Graham Vista Apt. 830,,Binga,MATABELELAND_NORTH,Zimbabwe,SINGLE,RETIRED,350.21,4202.52,FAIR,590,0,True,False,True,False
ZW-PH-1404786657,70-120378S76,Andrew,Khumalo,2004-08-29,M,andrew.khumalo615@gmail.com,+263783944633,719 Cook Hollow Suite 015,,Binga,MATABELELAND_NORTH,Zimbabwe,MARRIED,STUDENT,137.03,1644.36,FAIR,550,7,True,False,True,True
ZW-PH-9184026115,80-780726W72,Faith,Madziva,1982-10-21,F,faith.madziva304@gmail.com,+263739378147,74328 Tammy Shore Apt. 461,,Binga,MATABELELAND_NORTH,Zimbabwe,DIVORCED,EMPLOYED,703.14,8437.68,GOOD,650,0,True,False,True,True
ZW-PH-6403209076,74-572054T92,Rutendo,Mpofu,1978-04-22,F,rutendo.mpofu678@gmail.com,+263776039719,1732 James Stravenue Apt. 761,,Chitungwiza,HARARE,Zimbabwe,DIVORCED,EMPLOYED,1067.35,12808.20,GOOD,650,3,False,False,True,True
ZW-PH-3450669800,71-657852S42,Nyasha,Mutamangira,1990-08-30,F,nyasha.mutamangira810@mail.com,+263736018112,8700 Brown Turnpike Apt. 613,,Norton,HARARE,Zimbabwe,SINGLE,EMPLOYED,401.26,4815.12,GOOD,650,16,True,False,True,True
ZW-PH-9376129198,76-562950G56,Rumbidzai,Muromo,1982-01-22,F,rumbidzai.muromo437@gmail.com,+263713910760,829 Sandy Camp Apt. 707,,Chinhoyi,MASHONALAND_WEST,Zimbabwe,DIVORCED,EMPLOYED,1260.3,15123.6,GOOD,650,0,False,False,True,True
ZW-PH-4287158689,82-269825S58,Sharon,Dube,1954-04-18,F,sharon.dube109@outlook.com,+263774276197,20204 Stephen Extension,,Hwange,MATABELELAND_NORTH,Zimbabwe,MARRIED,RETIRED,120.52,1446.24,FAIR,590,1,True,False,True,True
ZW-PH-8546909687,63-753037T28,Angela,Ndlovu,1963-02-05,F,angela.ndlovu372@outlook.com,+263735577664,17993 Linda Meadow,,Masvingo,MASVINGO,Zimbabwe,MARRIED,EMPLOYED,285.84,3430.08,GOOD,650,1,True,False,True,True
ZW-PH-7430807217,80-679711F67,Siyabonga,Mpofu,1982-08-17,M,siyabonga.mpofu190@yahoo.com,+263780688284,651 Marc Underpass Apt. 092,,Mutare,MANICALAND,Zimbabwe,SINGLE,SELF_EMPLOYED,1196.59,14359.08,GOOD,650,0,True,False,True,True
ZW-PH-8966583097,92-740390Z51,Tendai,Matanga,1997-05-11,M,tendai.matanga308@yahoo.com,+263733660103,14262 Tran Mill Apt. 902,,Bulawayo,BULAWAYO,Zimbabwe,SINGLE,SELF_EMPLOYED,3806.6,45679.2,GOOD,700,2,True,False,True,True
ZW-PH-0417218652,61-752502C65,Nyasha,Chipanga,1960-07-18,F,nyasha.chipanga302@yahoo.com,+263776062716,962 Nichole Common,,Makuti,MASHONALAND_WEST,Zimbabwe,MARRIED,EMPLOYED,1658.6,19903.2,GOOD,650,2,True,False,True,True
ZW-PH-3308404850,74-995342A53,Nothando,Shumba,1980-06-25,F,nothando.shumba291@mail.com,+263786898824,21946 Schwartz Ford,,Victoria Falls,MATABELELAND_NORTH,Zimbabwe,MARRIED,EMPLOYED,1199.71,14396.52,GOOD,650,1,True,False,True,True
ZW-PH-9791384703,78-562074U08,Thandi,Gwaze,1947-09-22,F,thandi.gwaze816@outlook.com,+263735024007,487 Allen Extensions,,Kariba,MASHONALAND_WEST,Zimbabwe,MARRIED,RETIRED,285.06,3420.72,FAIR,590,3,True,False,True,True
ZW-PH-4758819839,83-389270K74,Khulekani,Banda,1965-12-10,M,khulekani.banda74@mail.com,+263774317997,279 Courtney Tunnel,,Makuti,MASHONALAND_WEST,Zimbabwe,MARRIED,SELF_EMPLOYED,3462.99,41555.88,GOOD,700,2,True,False,True,True
ZW-PH-7653994334,68-574503K52,Nobuhle,Hadebe,1961-02-10,F,nobuhle.hadebe2@yahoo.com,+263710074560,6083 David Pines Apt. 958,Apt. 734,Binga,MATABELELAND_NORTH,Zimbabwe,DIVORCED,SELF_EMPLOYED,1609.14,19309.68,GOOD,680,7,False,True,True,True
ZW-PH-6839430699,56-561244P77,Faith,Chiduku,1981-01-14,F,faith.chiduku178@mail.com,+263714214234,12772 Elizabeth Cape,,Kwekwe,MIDLANDS,Zimbabwe,MARRIED,SELF_EMPLOYED,1174.73,14096.76,GOOD,650,2,True,False,True,True
ZW-PH-2077626007,79-788974O44,Patricia,Mlilo,1990-05-17,F,patricia.mlilo205@outlook.com,+263712194405,543 King Ridges,,Mount Darwin,MASHONALAND_CENTRAL,Zimbabwe,SINGLE,EMPLOYED,856.1,10273.2,GOOD,650,9,True,False,True,True
ZW-PH-3968067553,65-312694B69,Nkululeko,Mlilo,1985-08-17,M,nkululeko.mlilo835@yahoo.com,+263718048500,10822 Todd Crescent Apt. 379,,Kariba,MASHONALAND_WEST,Zimbabwe,MARRIED,SELF_EMPLOYED,3653.4,43840.8,GOOD,700,2,True,False,True,True
ZW-PH-5621227514,98-656245M68,Mandla,Chimombe,1994-09-14,M,mandla.chimombe18@outlook.com,+263735167733,3531 Perez Freeway Suite 363,,Binga,MATABELELAND_NORTH,Zimbabwe,MARRIED,EMPLOYED,1180.69,14168.28,GOOD,650,14,True,False,True,False
ZW-PH-7742309674,81-382504X51,Patricia,Nyathi,1973-10-02,F,patricia.nyathi939@yahoo.com,+263732311620,9706 Javier Ridge,,Epworth,HARARE,Zimbabwe,MARRIED,EMPLOYED,782.77,9393.24,GOOD,650,2,True,False,True,True
ZW-PH-1993889147,84-839973F64,Ropafadzo,Khumalo,2003-01-15,F,ropafadzo.khumalo939@gmail.com,+263783668576,65273 Cantrell Flats Suite 209,,Kariba,MASHONALAND_WEST,Zimbabwe,MARRIED,EMPLOYED,1750.93,21011.16,FAIR,610,1,True,False,True,True
ZW-PH-1007023638,62-279191T85,Thabo,Mavhima,1959-07-22,M,thabo.mavhima927@mail.com,+263779887103,2177 Jackson Junctions,Apt. 492,Chiredzi,MASVINGO,Zimbabwe,SINGLE,EMPLOYED,1960.49,23525.88,GOOD,650,0,True,False,True,True
ZW-PH-1469980997,89-563477H73,Anesu,Mavhima,2007-09-10,M,anesu.mavhima350@outlook.com,+263781595046,831 Vincent Overpass,Apt. 977,Kariba,MASHONALAND_WEST,Zimbabwe,SINGLE,STUDENT,26.39,316.68,FAIR,550,11,True,False,True,True
ZW-PH-6699311602,90-836178S79,David,Shumba,2000-02-08,M,david.shumba143@yahoo.com,+263715647770,63356 Patricia Ramp Apt. 906,,Mutare,MANICALAND,Zimbabwe,MARRIED,EMPLOYED,1902.12,22825.44,GOOD,680,14,True,True,True,False
